Date,Route,Bus,Planned Start Time,Planned Anchor Time,Anchor Time Converted,ActualArrivalTime,Arrival Delay,AM/PM,Time Tier,Type of Bus,% Off Route,Departure Delay,Departed on Time?,School,Yard,Tier Breakdown,Monitor Issue,Monitor?,CR?,DtD,Total Rider,Average Speed,Trip Length,Trip Distance,Average actual speed,Departed on time?,Driver
10/16/2017,46302557,WB947,7:35,8:15,495,8:38,23,AM,8:30,W,,1,0,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,4.9258,0,1598
10/19/2017,46302557,WB947,7:34,8:15,495,8:27,12,AM,8:30,W,,0,1,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,5.7623,0,1598
10/20/2017,46302557,WB947,7:34,8:15,495,8:28,13,AM,8:30,W,,3,0,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,5.9882,0,1598
10/23/2017,46302557,WB947,7:34,8:15,495,8:27,12,AM,8:30,W,,1,0,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,5.8731,0,1598
10/24/2017,46302557,WB947,7:35,8:15,495,8:27,12,AM,8:30,W,,-9,1,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,5.0066,0,1598
10/25/2017,46302557,WB947,7:35,8:15,495,8:39,24,AM,8:30,W,,,,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,,0,1598
10/26/2017,46302557,WB947,7:35,8:15,495,8:40,25,AM,8:30,W,,,,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,,0,1598
10/27/2017,46302557,WB947,7:35,8:15,495,8:32,17,AM,8:30,W,,,,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,,0,1598
10/30/2017,46302557,WB947,7:35,8:15,495,8:37,22,AM,8:30,W,,,,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,,0,1598
10/31/2017,46302557,WB947,7:35,8:15,495,8:32,17,AM,8:30,W,,,,Condon ES,FREE,730-830,,1,4,4,8,7.82074,39:03:00,5.09,,0,1598
10/4/2017,46402101,B547,7:43,8:15,495,8:22,7,AM,8:30,B,,2,0,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,8.6757,,1074
10/5/2017,46402101,B547,7:43,8:15,495,8:21,6,AM,8:30,B,41,-8,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.9783,1,1074
10/6/2017,46402101,B547,7:43,8:15,495,8:22,7,AM,8:30,B,45,-11,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.42,1,1074
10/10/2017,46402101,B547,7:43,8:15,495,8:22,7,AM,8:30,B,,-2,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,7.8293,1,1074
10/11/2017,46402101,B547,7:43,8:15,495,8:19,4,AM,8:30,B,,-9,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,7.1333,1,1074
10/12/2017,46402101,B547,7:43,8:15,495,8:25,10,AM,8:30,B,,-9,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.2941,1,1074
10/13/2017,46402101,B547,7:43,8:15,495,8:21,6,AM,8:30,B,,-7,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,7.1333,1,1074
10/16/2017,46402101,B547,7:43,8:15,495,8:21,6,AM,8:30,B,,-8,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.9783,1,1074
10/19/2017,46402101,B547,7:43,8:15,495,8:24,9,AM,8:30,B,,-9,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.42,1,1074
10/20/2017,46402101,B547,7:43,8:15,495,8:27,12,AM,8:30,B,,-9,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.0566,1,1074
10/23/2017,46402101,B547,7:43,8:15,495,8:23,8,AM,8:30,B,,-14,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,5.9444,1,1074
10/24/2017,46402101,B547,7:43,8:15,495,8:23,8,AM,8:30,B,,-12,1,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,6.1731,1,1074
10/25/2017,46402101,B547,7:43,8:15,495,8:27,12,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,,1,1074
10/26/2017,46402101,B547,7:43,8:15,495,8:22,7,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,,1,1074
10/27/2017,46402101,B547,7:43,8:15,495,8:26,11,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,,1,1074
10/30/2017,46402101,B547,7:43,8:15,495,8:24,9,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,,1,1074
10/31/2017,46402101,B547,7:43,8:15,495,8:32,17,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,39,0,39,10.20127,31:28:00,5.35,,1,1074
10/2/2017,46402102,B422,7:27,8:15,495,8:36,21,AM,8:30,B,,4,0,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,7.8462,0,1636
10/3/2017,46402102,B422,7:27,8:15,495,8:45,30,AM,8:30,B,,1,0,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.6234,0,1636
10/4/2017,46402102,B422,7:26,8:15,495,8:44,29,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,,1,1636
10/5/2017,46402102,B422,7:26,8:15,495,8:33,18,AM,8:30,B,,-2,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,7.3913,1,1636
10/6/2017,46402102,B422,7:26,8:15,495,8:33,18,AM,8:30,B,,-11,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.5385,1,1636
10/10/2017,46402102,B422,7:26,8:15,495,8:47,32,AM,8:30,B,,-2,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.1446,1,1636
10/11/2017,46402102,B422,7:26,8:15,495,8:39,24,AM,8:30,B,,1,0,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,7.0833,1,1636
10/12/2017,46402102,B422,7:26,8:15,495,8:39,24,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.7105,1,1636
10/13/2017,46402102,B422,7:26,8:15,495,8:44,29,AM,8:30,B,,-1,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.4557,1,1636
10/16/2017,46402102,B422,7:26,8:15,495,8:38,23,AM,8:30,B,,0,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,7.0833,1,1636
10/19/2017,46402102,B422,7:26,8:15,495,8:40,25,AM,8:30,B,,0,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.8919,1,1636
10/20/2017,46402102,B422,7:26,8:15,495,8:37,22,AM,8:30,B,,-14,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6,1,1636
10/23/2017,46402102,B422,7:26,8:15,495,8:48,33,AM,8:30,B,,2,0,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,6.375,1,1636
10/24/2017,46402102,B422,7:27,8:15,495,8:36,21,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,7.0833,1,1636
10/25/2017,46402102,B422,7:27,8:15,495,8:34,19,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,,1,1636
10/26/2017,46402102,B422,7:27,8:15,495,8:35,20,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,,1,1636
10/27/2017,46402102,B422,7:27,8:15,495,8:36,21,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,63,1,64,10.85877,46:58:00,8.5,,1,1636
10/30/2017,46402102,B342,7:27,8:15,495,8:35,20,AM,8:30,B,,,,Blackstone ES,CHARL,,,0,63,1,64,10.85877,46:58:00,8.5,,,
10/31/2017,46402102,B340,7:27,8:15,495,8:36,21,AM,8:30,B,,,,Blackstone ES,CHARL,,,0,63,1,64,10.85877,46:58:00,8.5,,,
10/3/2017,46402103,B545,7:49,8:15,495,8:25,10,AM,8:30,B,,6,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,9.92,0,1224
10/4/2017,46402103,B545,7:50,8:15,495,8:27,12,AM,8:30,B,,2,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.5029,0,1224
10/5/2017,46402103,B545,7:50,8:15,495,8:29,14,AM,8:30,B,,4,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.5029,0,1224
10/6/2017,46402103,B545,7:50,8:15,495,8:24,9,AM,8:30,B,,6,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,10.6286,0,1224
10/10/2017,46402103,B545,7:50,8:15,495,8:27,12,AM,8:30,B,,8,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,10.2621,0,1224
10/11/2017,46402103,B545,7:50,8:15,495,8:29,14,AM,8:30,B,,4,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.5029,0,1224
10/12/2017,46402103,B545,7:50,8:15,495,8:24,9,AM,8:30,B,,0,1,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.7529,0,1224
10/13/2017,46402103,B545,7:50,8:15,495,8:27,12,AM,8:30,B,,1,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.2667,0,1224
10/16/2017,46402103,B545,7:50,8:15,495,8:27,12,AM,8:30,B,,5,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,9.3,0,1224
10/19/2017,46402103,B545,7:52,8:15,495,8:30,15,AM,8:30,B,,7,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,9.6,0,1224
10/20/2017,46402103,B545,7:52,8:15,495,8:32,17,AM,8:30,B,,1,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,7.6308,0,1224
10/23/2017,46402103,B545,7:52,8:15,495,8:33,18,AM,8:30,B,,7,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,8.7529,0,1224
10/24/2017,46402103,B545,7:55,8:15,495,8:20,5,AM,8:30,B,,2,0,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,12.9391,0,1224
10/25/2017,46402103,B545,7:55,8:15,495,8:22,7,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,,0,1224
10/26/2017,46402103,B545,7:55,8:15,495,8:27,12,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,,0,1224
10/27/2017,46402103,B545,7:55,8:15,495,8:18,3,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,,0,1224
10/30/2017,46402103,B545,7:55,8:15,495,8:22,7,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,,0,1224
10/31/2017,46402103,B545,7:55,8:15,495,8:25,10,AM,8:30,B,,,,Blackstone ES,READ,730-830-930,,0,25,0,25,11.29412,26:21:00,4.96,,0,1224
10/2/2017,46402104,B550,8:02,8:15,495,8:31,16,AM,8:30,B,51,-5,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.3706,1,1415
10/6/2017,46402104,B550,8:02,8:15,495,8:28,13,AM,8:30,B,58,-4,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.82,,1415
10/10/2017,46402104,B550,8:02,8:15,495,8:31,16,AM,8:30,B,,-4,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.4727,,1415
10/11/2017,46402104,B550,8:02,8:15,495,8:26,11,AM,8:30,B,,-5,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.9517,,1415
10/12/2017,46402104,B550,8:02,8:15,495,8:30,15,AM,8:30,B,,-2,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.82,,1415
10/13/2017,46402104,B550,8:02,8:15,495,8:33,18,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,3.3706,,1415
10/16/2017,46402104,B550,8:02,8:15,495,8:19,4,AM,8:30,B,,-5,1,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,5.2091,,1415
10/23/2017,46402104,B336,8:02,8:15,495,8:27,12,AM,8:30,B,,-6,1,Blackstone ES,CHARL,,,0,34,0,34,9.13147,12:33,1.91,3.6968,,
10/25/2017,46402104,B550,8:02,8:15,495,8:27,12,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,,,1415
10/26/2017,46402104,B550,8:02,8:15,495,8:27,12,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,,,1415
10/27/2017,46402104,B550,8:02,8:15,495,8:29,14,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,,,1415
10/30/2017,46402104,B550,8:02,8:15,495,8:26,11,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,,,1415
10/31/2017,46402104,B550,8:02,8:15,495,8:31,16,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,34,0,34,9.13147,12:33,1.91,,,1415
10/2/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,1,0,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.2538,0,1719
10/3/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,0,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.0222,1,1719
10/4/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,,1,1719
10/5/2017,46402140,B423,7:59,8:15,495,8:25,10,AM,8:30,B,,1,0,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.504,0,1719
10/6/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,-1,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,5.8071,0,1719
10/10/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,3,0,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.775,0,1719
10/11/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,0,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.0222,0,1719
10/12/2017,46402140,B423,7:59,8:15,495,8:29,14,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,4.9273,0,1719
10/13/2017,46402140,B423,7:59,8:15,495,8:22,7,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.2538,0,1719
10/16/2017,46402140,B423,7:59,8:15,495,8:25,10,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,5.6069,0,1719
10/19/2017,46402140,B423,7:59,8:15,495,8:24,9,AM,8:30,B,,-3,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,5.8071,0,1719
10/20/2017,46402140,B423,7:59,8:15,495,8:28,13,AM,8:30,B,,-2,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,5.2452,0,1719
10/23/2017,46402140,B423,7:59,8:15,495,8:21,6,AM,8:30,B,,-2,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,6.775,0,1719
10/24/2017,46402140,B423,7:59,8:15,495,8:28,13,AM,8:30,B,,-4,1,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,4.9273,0,1719
10/25/2017,46402140,B423,7:59,8:15,495,8:38,23,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,,0,1719
10/26/2017,46402140,B423,7:59,8:15,495,8:26,11,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,,0,1719
10/27/2017,46402140,B423,7:59,8:15,495,8:29,14,AM,8:30,B,,,,Blackstone ES,CHARL,730-830,,0,27,0,27,10.41195,15:37,2.71,,0,1719
10/30/2017,46402140,B339,7:59,8:15,495,8:27,12,AM,8:30,B,,,,Blackstone ES,CHARL,,,0,27,0,27,10.41195,15:37,2.71,,,
10/31/2017,46402140,B339,7:59,8:15,495,8:26,11,AM,8:30,B,,,,Blackstone ES,CHARL,,,0,27,0,27,10.41195,15:37,2.71,,,
10/2/2017,46402261,HS450,7:26,8:15,495,8:22,7,AM,8:30,H,,6,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,10.512,0,1718
10/3/2017,46402261,HS450,7:26,8:15,495,8:30,15,AM,8:30,H,,2,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,8.4774,0,1718
10/4/2017,46402261,HS450,7:26,8:15,495,8:24,9,AM,8:30,H,,-6,1,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,8.2125,0,1718
10/5/2017,46402261,HS450,7:26,8:15,495,8:23,8,AM,8:30,H,,10,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,11.183,0,1718
10/6/2017,46402261,HS450,7:26,8:15,495,8:23,8,AM,8:30,H,,5,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,10.1077,0,1718
10/10/2017,46402261,HS450,7:26,8:15,495,8:22,7,AM,8:30,H,,6,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,10.512,0,1718
10/11/2017,46402261,HS450,7:26,8:15,495,8:26,11,AM,8:30,H,,4,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,9.3857,0,1718
10/12/2017,46402261,HS450,7:26,8:15,495,8:26,11,AM,8:30,H,,7,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,9.917,0,1718
10/13/2017,46402261,HS450,7:26,8:15,495,8:29,14,AM,8:30,H,,7,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,9.3857,0,1718
10/20/2017,46402261,HS450,7:27,8:15,495,8:37,22,AM,8:30,H,,24,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,11.4261,0,1718
10/16/2017,46402261,HS450,7:26,8:15,495,8:21,6,AM,8:30,H,,13,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,12.5143,0,1718
10/23/2017,46402261,HS450,7:27,8:15,495,8:31,16,AM,8:30,H,,7,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,9.2211,0,1718
10/24/2017,46402261,HS450,7:27,8:15,495,8:27,12,AM,8:30,H,,11,0,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,10.7265,0,1718
10/25/2017,46402261,HS450,7:27,8:15,495,8:33,18,AM,8:30,H,,,,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,,0,1718
10/26/2017,46402261,HS450,7:27,8:15,495,8:24,9,AM,8:30,H,,,,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,,0,1718
10/27/2017,46402261,HS450,7:27,8:15,495,8:30,15,AM,8:30,H,,,,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,,0,1718
10/30/2017,46402261,HS450,7:27,8:15,495,8:33,18,AM,8:30,H,,,,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,,0,1718
10/31/2017,46402261,HS450,7:27,8:15,495,8:23,8,AM,8:30,H,,,,Blackstone ES,FREE,730-830-930,,1,13,6,19,10.10445,52:01:00,8.76,,0,1718
10/2/2017,46402262,HS451,7:28,8:15,495,8:20,5,AM,8:30,H,7,-8,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,8.95,1,1504
10/3/2017,46402262,HS451,7:28,8:15,495,8:23,8,AM,8:30,H,7,-10,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,8.2615,1,1504
10/4/2017,46402262,HS451,7:33,8:15,495,8:33,18,AM,8:30,H,10,-6,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,8.1364,1,1504
10/5/2017,46402262,HS451,7:33,8:15,495,8:23,8,AM,8:30,H,6,-10,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,8.95,1,1504
10/6/2017,46402262,HS451,7:33,8:15,495,8:20,5,AM,8:30,H,4,-12,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.1017,1,1504
10/10/2017,46402262,HS451,7:33,8:15,495,8:19,4,AM,8:30,H,,-13,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.1017,1,1504
10/11/2017,46402262,HS451,7:33,8:15,495,8:25,10,AM,8:30,H,,-5,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.4211,1,1504
10/12/2017,46402262,HS451,7:33,8:15,495,8:24,9,AM,8:30,H,,-5,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.5893,1,1504
10/13/2017,46402262,HS451,7:33,8:15,495,8:22,7,AM,8:30,H,,-5,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.9444,1,1504
10/16/2017,46402262,HS451,7:33,8:15,495,8:19,4,AM,8:30,H,,-8,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.9444,1,1504
10/19/2017,46402262,HS451,7:32,8:15,495,8:23,8,AM,8:30,H,,-11,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,8.6613,1,1504
10/20/2017,46402262,HS451,7:32,8:15,495,8:16,1,AM,8:30,H,,-9,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,10.1321,1,1504
10/23/2017,46402262,HS451,7:32,8:15,495,8:19,4,AM,8:30,H,,-10,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.4211,1,1504
10/24/2017,46402262,HS451,7:32,8:15,495,8:28,13,AM,8:30,H,,-3,1,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,9.1017,1,1504
10/25/2017,46402262,HS451,7:32,8:15,495,8:24,9,AM,8:30,H,,,,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,,1,1504
10/26/2017,46402262,HS451,7:32,8:15,495,8:26,11,AM,8:30,H,,,,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,,1,1504
10/27/2017,46402262,HS451,7:32,8:15,495,8:16,1,AM,8:30,H,,,,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,,1,1504
10/30/2017,46402262,HS451,7:32,8:15,495,8:23,8,AM,8:30,H,,,,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,,1,1504
10/31/2017,46402262,HS451,7:32,8:15,495,8:22,7,AM,8:30,H,,,,Blackstone ES,FREE,830-930,,1,15,6,21,11.22648,47:50:00,8.95,,1,1504
10/2/2017,46402263,HS452,7:29,8:15,495,8:34,19,AM,8:30,H,6,3,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/3/2017,46402263,HS452,7:29,8:15,495,8:34,19,AM,8:30,H,4,6,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/4/2017,46402263,HS452,7:29,8:15,495,8:21,6,AM,8:30,H,3,-6,1,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/5/2017,46402263,HS452,7:29,8:15,495,8:37,22,AM,8:30,H,5,7,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/6/2017,46402263,HS452,7:29,8:15,495,8:30,15,AM,8:30,H,6,7,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/10/2017,46402263,HS452,7:29,8:15,495,8:28,13,AM,8:30,H,,6,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/11/2017,46402263,HS452,7:28,8:15,495,8:36,21,AM,8:30,H,,8,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/12/2017,46402263,HS452,7:28,8:15,495,8:35,20,AM,8:30,H,,1,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/13/2017,46402263,HS452,7:28,8:15,495,8:31,16,AM,8:30,H,,5,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/16/2017,46402263,HS452,7:28,8:15,495,8:32,17,AM,8:30,H,,4,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/19/2017,46402263,HS452,7:29,8:15,495,8:39,24,AM,8:30,H,,6,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/20/2017,46402263,HS452,7:29,8:15,495,8:24,9,AM,8:30,H,,5,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/23/2017,46402263,HS452,7:29,8:15,495,8:38,23,AM,8:30,H,,4,0,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/24/2017,46402263,HS452,7:29,8:15,495,8:40,25,AM,8:30,H,,0,1,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/25/2017,46402263,HS452,7:29,8:15,495,8:46,31,AM,8:30,H,,,,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/26/2017,46402263,HS452,7:29,8:15,495,8:37,22,AM,8:30,H,,,,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/27/2017,46402263,HS452,7:29,8:15,495,8:33,18,AM,8:30,H,,,,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/30/2017,46402263,HS452,7:29,8:15,495,8:31,16,AM,8:30,H,,,,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/31/2017,46402263,HS452,7:29,8:15,495,8:31,16,AM,8:30,H,,,,Blackstone ES,,,,1,14,7,21,,,,,0,1444
10/2/2017,46402264,HS423,7:21,8:20,500,8:49,29,AM,8:30,H,31,1,0,Blackstone ES,FREE,730-930,,1,9,7,16,13.00711,58:35:00,12.7,8.7586,0,1090
