Date,Route,Bus,Planned Start Time,Planned Anchor Time,Anchor Time Converted,ActualArrivalTime,Arrival Delay,AM/PM,Time Tier,Type of Bus,% Off Route,Departure Delay,Departed on Time?,School,Yard,Tier Breakdown,Monitor Issue,Monitor?,CR?,DtD,Total Rider,Average Speed,Trip Length,Trip Distance,Average actual speed,Departed on time?,Driver
10/4/2017,40532204,HS347,7:35,8:15,495,8:33,18,AM,8:30,H,51,1,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.0632,0,1758
10/5/2017,40532204,HS347,7:35,8:15,495,8:31,16,AM,8:30,H,49,0,1,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.1536,1,1758
10/6/2017,40532204,HS347,7:35,8:15,495,8:30,15,AM,8:30,H,52,1,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.3444,1,1758
10/10/2017,40532204,HS347,7:35,8:15,495,8:25,10,AM,8:30,H,,2,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,6.0125,1,1758
10/11/2017,40532204,HS347,7:35,8:15,495,8:26,11,AM,8:30,H,,4,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,6.1404,1,1758
10/12/2017,40532204,HS347,7:35,8:15,495,8:30,15,AM,8:30,H,,2,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.4453,1,1758
10/13/2017,40532204,HS347,7:35,8:15,495,8:27,12,AM,8:30,H,,3,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.8898,1,1758
10/16/2017,40532204,HS347,7:35,8:15,495,8:28,13,AM,8:30,H,,3,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.772,1,1758
10/19/2017,40532204,HS347,7:35,8:15,495,8:32,17,AM,8:30,H,,0,1,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.0632,1,1758
10/20/2017,40532204,HS347,7:35,8:15,495,8:30,15,AM,8:30,H,,2,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.4453,1,1758
10/23/2017,40532204,HS347,7:35,8:15,495,8:20,5,AM,8:30,H,,-1,1,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,6.2739,1,1758
10/24/2017,40532204,HS347,7:35,8:15,495,8:30,15,AM,8:30,H,,-5,1,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,4.81,1,1758
10/25/2017,40532204,HS347,7:35,8:15,495,8:29,14,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,,1,1758
10/26/2017,40532204,HS347,7:35,8:15,495,8:35,20,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,,1,1758
10/27/2017,40532204,HS347,7:35,8:15,495,8:20,5,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,,1,1758
10/30/2017,40532204,HS347,7:35,8:15,495,8:34,19,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,,1,1758
10/31/2017,40532204,HS347,7:35,8:15,495,8:29,14,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,,1,1758
10/2/2017,40532205,HS441,7:47,8:15,495,8:31,16,AM,8:30,H,,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,7.3535,0,1566
10/3/2017,40532205,HS441,7:47,8:15,495,8:26,11,AM,8:30,H,46,6,0,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,9.5818,0,1566
10/4/2017,40532205,HS441,7:47,8:15,495,8:35,20,AM,8:30,H,51,-6,1,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,5.8556,0,1566
10/5/2017,40532205,HS441,7:47,8:15,495,8:32,17,AM,8:30,H,61,8,0,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,8.5459,0,1566
10/6/2017,40532205,HS441,7:47,8:15,495,8:19,4,AM,8:30,H,,7,0,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,12.648,0,1566
10/10/2017,40532205,HS441,7:47,8:15,495,8:24,9,AM,8:30,H,,3,0,HERNANDEZ K-8,FREE,730-830-930,,1,15,0,15,10.61074,29:48:00,5.27,9.3,0,1566
10/16/2017,40532205,HS205,7:47,8:15,495,8:37,22,AM,8:30,H,,6,0,HERNANDEZ K-8,,,,0,15,0,15,10.61074,29:48:00,5.27,7.1864,,
10/23/2017,40532205,HS205,7:47,8:15,495,8:22,7,AM,8:30,H,,17,0,HERNANDEZ K-8,,,,0,15,0,15,10.61074,29:48:00,5.27,17.5667,,
10/26/2017,40532205,HS205,7:47,8:15,495,8:26,11,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,15,0,15,10.61074,29:48:00,5.27,,,
10/31/2017,40532205,HS205,7:47,8:15,495,8:21,6,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,15,0,15,10.61074,29:48:00,5.27,,,
10/2/2017,40532252,HS288,7:47,8:15,495,8:22,7,AM,8:30,H,,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.2053,1,1398
10/5/2017,40532252,HS288,7:47,8:15,495,8:20,5,AM,8:30,H,,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.55,1,1398
10/6/2017,40532252,HS288,7:47,8:15,495,8:20,5,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,7.1455,1,1398
10/10/2017,40532252,HS288,7:47,8:15,495,8:28,13,AM,8:30,H,,3,0,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.2053,1,1398
10/11/2017,40532252,HS288,7:47,8:15,495,8:24,9,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.373,1,1398
10/12/2017,40532252,HS288,7:47,8:15,495,8:27,12,AM,8:30,H,,2,0,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.2053,1,1398
10/13/2017,40532252,HS288,7:47,8:15,495,8:17,2,AM,8:30,H,,3,0,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,8.7333,1,1398
10/16/2017,40532252,HS288,7:47,8:15,495,8:31,16,AM,8:30,H,,12,0,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,7.3687,1,1398
10/19/2017,40532252,HS288,7:47,8:15,495,8:22,7,AM,8:30,H,,-4,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.0462,1,1398
10/20/2017,40532252,HS288,7:47,8:15,495,8:19,4,AM,8:30,H,,-1,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,7.1455,1,1398
10/23/2017,40532252,HS288,7:47,8:15,495,8:23,8,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,6.55,1,1398
10/24/2017,40532252,HS288,7:47,8:15,495,8:46,31,AM,8:30,H,,-6,1,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,3.6277,1,1398
10/25/2017,40532252,HS288,7:47,8:15,495,8:28,13,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,,1,1398
10/26/2017,40532252,HS288,7:47,8:15,495,8:29,14,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,,1,1398
10/27/2017,40532252,HS288,7:47,8:15,495,8:20,5,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,17,1,18,8.64264,27:17:00,3.93,,1,1398
10/30/2017,40532252,HS202,7:47,8:15,495,8:31,16,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,17,1,18,8.64264,27:17:00,3.93,,,
10/31/2017,40532252,HS202,7:47,8:15,495,8:27,12,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,17,1,18,8.64264,27:17:00,3.93,,,
10/2/2017,40532253,HS323,7:36,8:15,495,8:34,19,AM,8:30,H,38,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,9.0098,1,1382
10/3/2017,40532253,HS323,7:36,8:15,495,8:39,24,AM,8:30,H,35,-1,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,8.5875,1,1382
10/4/2017,40532253,HS323,7:35,8:15,495,8:44,29,AM,8:30,H,38,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,8.0824,1,1382
10/5/2017,40532253,HS323,7:35,8:15,495,8:29,14,AM,8:30,H,37,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,9.6421,1,1382
10/6/2017,40532253,HS323,7:35,8:15,495,8:27,12,AM,8:30,H,36,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,9.9927,1,1382
10/10/2017,40532253,HS323,7:35,8:15,495,8:21,6,AM,8:30,H,,-5,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,10.7765,1,1382
10/11/2017,40532253,HS323,7:35,8:15,495,8:31,16,AM,8:30,H,,-6,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,8.8645,1,1382
10/12/2017,40532253,HS323,7:35,8:15,495,8:24,9,AM,8:30,H,,-4,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,10.3698,1,1382
10/13/2017,40532253,HS323,7:35,8:15,495,8:26,11,AM,8:30,H,,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,10.1778,1,1382
10/16/2017,40532253,HS323,7:35,8:15,495,8:32,17,AM,8:30,H,,-4,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,9.0098,1,1382
10/19/2017,40532253,HS323,7:35,8:15,495,8:24,9,AM,8:30,H,,-3,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,10.5692,1,1382
10/20/2017,40532253,HS323,7:35,8:15,495,8:28,13,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,10.3698,1,1382
10/23/2017,40532253,HS323,7:35,8:15,495,8:41,26,AM,8:30,H,,-4,1,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,7.8514,1,1382
10/25/2017,40532253,HS323,7:35,8:15,495,8:28,13,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,,1,1382
10/26/2017,40532253,HS323,7:35,8:15,495,8:28,13,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,,1,1382
10/27/2017,40532253,HS323,7:35,8:15,495,8:21,6,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,,1,1382
10/30/2017,40532253,HS323,7:37,8:15,495,8:31,16,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,,1,1382
10/31/2017,40532253,HS323,7:37,8:15,495,8:29,14,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,9,1,10,14.20155,38:42:00,9.16,,1,1382
10/2/2017,40532501,MS254,7:54,8:15,495,8:26,11,AM,8:30,M,46,-4,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,6.9,1,1678
10/4/2017,40532501,MS254,7:54,8:15,495,8:19,4,AM,8:30,M,61,25,0,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/5/2017,40532501,MS254,7:54,8:15,495,8:19,4,AM,8:30,M,37,-1,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,9.5538,1,1678
10/6/2017,40532501,MS254,7:54,8:15,495,8:22,7,AM,8:30,M,41,-2,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,8.28,1,1678
10/10/2017,40532501,MS254,7:54,8:15,495,8:19,4,AM,8:30,M,,-3,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,8.8714,1,1678
10/11/2017,40532501,MS254,7:54,8:15,495,8:20,5,AM,8:30,M,,0,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,9.5538,1,1678
10/12/2017,40532501,MS254,7:54,8:15,495,8:26,11,AM,8:30,M,,1,0,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,8.0129,1,1678
10/13/2017,40532501,MS254,7:54,8:15,495,8:23,8,AM,8:30,M,,-1,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,8.28,1,1678
10/16/2017,40532501,MS254,7:54,8:15,495,8:27,12,AM,8:30,M,,-1,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,7.3059,1,1678
10/19/2017,40532501,MS254,7:54,8:15,495,8:25,10,AM,8:30,M,,4,0,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,9.2,1,1678
10/20/2017,40532501,MS254,7:54,8:15,495,8:22,7,AM,8:30,M,,-1,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,8.5655,1,1678
10/23/2017,40532501,MS254,7:54,8:15,495,8:18,3,AM,8:30,M,,1,0,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,10.8,1,1678
10/24/2017,40532501,MS254,7:54,8:15,495,8:19,4,AM,8:30,M,,-1,1,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,9.5538,1,1678
10/25/2017,40532501,MS254,7:54,8:15,495,8:17,2,AM,8:30,M,,,,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/26/2017,40532501,MS254,7:54,8:15,495,8:17,2,AM,8:30,M,,,,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/27/2017,40532501,MS254,7:54,8:15,495,8:22,7,AM,8:30,M,,,,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/30/2017,40532501,MS254,7:54,8:15,495,8:17,2,AM,8:30,M,,,,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/31/2017,40532501,MS254,7:54,8:15,495,8:21,6,AM,8:30,M,,,,HERNANDEZ K-8,WAS,730-830-930,,1,4,0,4,12.32754,20:09,4.14,,1,1678
10/2/2017,40532551,HS389,7:42,8:15,495,8:22,7,AM,8:30,H,,-24,1,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,6.9,1,1691
10/3/2017,40532551,HS389,7:42,8:15,495,8:30,15,AM,8:30,H,,12,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,12.2667,0,1691
10/4/2017,40532551,HS389,7:42,8:15,495,8:28,13,AM,8:30,H,,-10,1,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,7.8857,0,1691
10/5/2017,40532551,HS389,7:42,8:15,495,8:14,-1,AM,8:30,H,,3,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,15.2276,0,1691
10/6/2017,40532551,HS389,7:42,8:15,495,8:31,16,AM,8:30,H,,5,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,10.0364,0,1691
10/10/2017,40532551,HS389,7:42,8:15,495,8:20,5,AM,8:30,H,,2,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,12.2667,0,1691
10/11/2017,40532551,HS389,7:42,8:15,495,8:10,-5,AM,8:30,H,,5,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,19.2,0,1691
10/12/2017,40532551,HS389,7:42,8:15,495,8:14,-1,AM,8:30,H,,3,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,15.2276,0,1691
10/13/2017,40532551,HS389,7:42,8:15,495,8:19,4,AM,8:30,H,,6,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,14.2452,0,1691
10/16/2017,40532551,HS389,7:42,8:15,495,8:18,3,AM,8:30,H,,5,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,14.2452,0,1691
10/19/2017,40532551,HS389,7:42,8:15,495,8:22,7,AM,8:30,H,,4,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,12.2667,0,1691
10/20/2017,40532551,HS389,7:42,8:15,495,8:30,15,AM,8:30,H,,3,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,9.8133,0,1691
10/23/2017,40532551,HS389,7:42,8:15,495,8:09,-6,AM,8:30,H,,1,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,16.9846,0,1691
10/24/2017,40532551,HS389,7:42,8:15,495,8:14,-1,AM,8:30,H,,6,0,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,16.9846,0,1691
10/25/2017,40532551,HS389,7:42,8:15,495,8:22,7,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,,0,1691
10/26/2017,40532551,HS389,7:42,8:15,495,8:14,-1,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,,0,1691
10/27/2017,40532551,HS389,7:42,8:15,495,8:04,-11,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,,0,1691
10/30/2017,40532551,HS389,7:42,8:15,495,8:21,6,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,,0,1691
10/31/2017,40532551,HS389,7:42,8:15,495,8:13,-2,AM,8:30,H,,,,HERNANDEZ K-8,READ,730-830,,1,2,1,3,12.84966,34:22:00,7.36,,0,1691
10/2/2017,40552101,B406,7:39,8:15,495,8:21,6,AM,8:30,B,,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,10.361,0,1721
10/3/2017,40552101,B377,7:39,8:15,495,8:27,12,AM,8:30,B,,,,King K-8,,,,0,28,0,28,11.05291,38:26:00,7.08,,,
10/4/2017,40552101,B406,7:49,8:15,495,8:29,14,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/5/2017,40552101,B406,7:49,8:15,495,8:29,14,AM,8:30,B,9,6,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,12.4941,0,1721
10/6/2017,40552101,B406,7:49,8:15,495,8:24,9,AM,8:30,B,10,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,12.4941,0,1721
10/10/2017,40552101,B406,7:49,8:15,495,8:28,13,AM,8:30,B,,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,11.1789,0,1721
10/11/2017,40552101,B406,7:49,8:15,495,8:24,9,AM,8:30,B,,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,12.4941,0,1721
10/13/2017,40552101,B406,7:49,8:15,495,8:19,4,AM,8:30,B,,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,14.6483,0,1721
10/16/2017,40552101,B406,7:49,8:15,495,8:28,13,AM,8:30,B,,1,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,11.1789,0,1721
10/19/2017,40552101,B406,7:49,8:15,495,8:18,3,AM,8:30,B,,0,1,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,14.6483,0,1721
10/23/2017,40552101,B370,7:49,8:15,495,8:24,9,AM,8:30,B,,5,0,King K-8,,,,0,28,0,28,11.05291,38:26:00,7.08,14.16,,
10/24/2017,40552101,B406,7:49,8:15,495,8:28,13,AM,8:30,B,,3,0,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,11.8,0,1721
10/25/2017,40552101,B406,7:49,8:15,495,8:26,11,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/26/2017,40552101,B406,7:49,8:15,495,8:17,2,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/27/2017,40552101,B406,7:49,8:15,495,8:19,4,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/30/2017,40552101,B406,7:49,8:15,495,8:42,27,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/31/2017,40552101,B406,7:49,8:15,495,8:23,8,AM,8:30,B,,,,King K-8,FREE,730-830,,0,28,0,28,11.05291,38:26:00,7.08,,0,1721
10/2/2017,40552102,B464,7:38,8:15,495,8:24,9,AM,8:30,B,,0,1,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,7.6043,1,1404
10/3/2017,40552102,B464,7:38,8:15,495,8:19,4,AM,8:30,B,,6,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,9.9943,0,1404
10/4/2017,40552102,B464,7:38,8:15,495,8:27,12,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/5/2017,40552102,B464,7:38,8:15,495,8:20,5,AM,8:30,B,4,2,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.745,0,1404
10/6/2017,40552102,B464,7:38,8:15,495,8:21,6,AM,8:30,B,,4,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.9692,0,1404
10/10/2017,40552102,B464,7:38,8:15,495,8:23,8,AM,8:30,B,,4,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.5317,0,1404
10/11/2017,40552102,B464,7:38,8:15,495,8:20,5,AM,8:30,B,,1,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.5317,0,1404
10/12/2017,40552102,B464,7:38,8:15,495,8:24,9,AM,8:30,B,,5,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.5317,0,1404
10/13/2017,40552102,B464,7:38,8:15,495,8:26,11,AM,8:30,B,,5,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.1349,0,1404
10/16/2017,40552102,B464,7:38,8:15,495,8:23,8,AM,8:30,B,,5,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.745,0,1404
10/19/2017,40552102,B464,7:38,8:15,495,8:24,9,AM,8:30,B,,5,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.5317,0,1404
10/20/2017,40552102,B464,7:38,8:15,495,8:27,12,AM,8:30,B,,-1,1,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,6.996,0,1404
10/23/2017,40552102,B464,7:38,8:15,495,8:23,8,AM,8:30,B,,5,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.745,0,1404
10/24/2017,40552102,B464,7:38,8:15,495,8:21,6,AM,8:30,B,,1,0,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,8.3286,0,1404
10/25/2017,40552102,B464,7:38,8:15,495,8:27,12,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/26/2017,40552102,B464,7:38,8:15,495,8:22,7,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/27/2017,40552102,B464,7:38,8:15,495,8:22,7,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/30/2017,40552102,B464,7:38,8:15,495,8:21,6,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/31/2017,40552102,B464,7:38,8:15,495,8:27,12,AM,8:30,B,,,,King K-8,READ,730-830-930,,0,49,0,49,10.33892,33:50:00,5.83,,0,1404
10/2/2017,40552351,HS272,7:37,8:15,495,8:17,2,AM,8:30,H,13,3,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,8.5622,0,1791
10/3/2017,40552351,HS272,7:37,8:15,495,8:38,23,AM,8:30,H,2,8,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,5.9774,0,1791
10/4/2017,40552351,HS272,7:39,8:15,495,8:17,2,AM,8:30,H,11,2,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,8.8,0,1791
10/5/2017,40552351,HS272,7:39,8:15,495,8:20,5,AM,8:30,H,11,5,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,8.8,0,1791
10/6/2017,40552351,HS272,7:39,8:15,495,8:20,5,AM,8:30,H,10,6,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,9.0514,0,1791
10/10/2017,40552351,HS272,7:39,8:15,495,8:14,-1,AM,8:30,H,,4,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,10.2194,0,1791
10/11/2017,40552351,HS272,7:39,8:15,495,8:16,1,AM,8:30,H,,5,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,9.9,0,1791
10/12/2017,40552351,HS272,7:39,8:15,495,8:30,15,AM,8:30,H,,,,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,,0,1791
10/13/2017,40552351,HS272,7:39,8:15,495,8:19,4,AM,8:30,H,,5,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,9.0514,0,1791
10/16/2017,40552351,HS272,7:39,8:15,495,8:14,-1,AM,8:30,H,,5,0,King K-8,FREE,730-830-930,,1,12,12,24,8.26794,38:19:00,5.28,10.56,0,1791
